(41.883500187, -87.627876698)
(41.897895128, -87.624096605)
(41.754592961, -87.741528537)
(41.868180939, -87.709271389)
(41.976290414, -87.905227221)
(41.868541914, -87.639235361)
(41.742710224, -87.634088181)
(41.88171846, -87.627760426)
(41.979006297, -87.906463155)
(41.899410159, -87.624131266)
